location,date,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_vaccinations_per_hundred
Germany,2021-05-02,28.62,8.06,36.68
Germany,2021-05-03,29.03,8.2,37.23
Germany,2021-05-04,29.91,8.4,38.31
Germany,2021-05-05,31.07,8.68,39.76
Germany,2021-05-06,32.01,8.95,40.96
Germany,2021-05-07,32.76,9.23,41.99
Germany,2021-05-08,33.07,9.41,42.48
Germany,2021-05-09,33.29,9.54,42.82
Germany,2021-05-10,33.78,9.77,43.54
Germany,2021-05-11,34.82,10.13,44.95
Germany,2021-05-12,36.14,10.57,46.71
Germany,2021-05-13,36.45,10.76,47.2
Germany,2021-05-14,37.07,11.03,48.09
Germany,2021-05-15,37.35,11.22,48.57
Germany,2021-05-16,37.54,11.36,48.9
Germany,2021-05-17,37.96,11.6,49.56
Germany,2021-05-18,38.63,12.04,50.68
Germany,2021-05-19,39.38,12.72,52.1
Germany,2021-05-20,39.96,13.33,53.28
Germany,2021-05-21,40.46,13.84,54.3
Germany,2021-05-22,40.69,14.09,54.77
Germany,2021-05-23,40.83,14.27,55.1
Germany,2021-05-24,41.0,14.48,55.48
Germany,2021-05-25,41.38,14.95,56.3
Germany,2021-05-26,42.09,15.86,57.83
Germany,2021-05-27,42.69,16.63,59.1
Germany,2021-05-28,43.21,17.26,60.17
Germany,2021-05-29,43.43,17.55,60.65
Germany,2021-05-30,43.56,17.76,60.98
Germany,2021-05-31,43.86,18.21,61.68
Germany,2021-06-01,44.46,18.94,62.91
Germany,2021-06-02,45.25,19.85,64.49
Germany,2021-06-03,45.6,20.33,65.26
Germany,2021-06-04,46.03,20.94,66.22
Germany,2021-06-05,46.19,21.32,66.72
Germany,2021-06-06,46.27,21.57,67.05
Germany,2021-06-07,46.56,22.07,67.78
Germany,2021-06-08,47.09,23.0,69.15
Germany,2021-06-09,47.78,24.23,70.96
Germany,2021-06-10,48.4,25.18,72.43
Germany,2021-06-11,48.95,25.98,73.67
Germany,2021-06-12,49.15,26.34,74.19
Germany,2021-06-13,49.23,26.58,74.51
Germany,2021-06-14,49.55,27.09,75.28
Germany,2021-06-15,50.08,28.0,76.65
Germany,2021-06-16,50.76,29.14,78.38
Germany,2021-06-17,51.34,30.03,79.77
Germany,2021-06-18,51.83,30.78,80.93
Germany,2021-06-19,52.01,31.14,81.44
Germany,2021-06-20,52.1,31.39,81.77
Germany,2021-06-21,52.38,31.89,82.52
Germany,2021-06-22,52.91,32.79,83.91
Germany,2021-06-23,53.58,33.86,85.62
Germany,2021-06-24,54.24,34.49,86.87
Germany,2021-06-25,54.74,35.11,87.94
Germany,2021-06-26,54.92,35.43,88.44
Germany,2021-06-27,55.03,35.66,88.77
Germany,2021-06-28,55.34,36.11,89.51
Germany,2021-06-29,55.87,36.81,90.72
Germany,2021-06-30,56.5,37.56,92.07
Germany,2021-07-01,57.06,38.16,93.22
Germany,2021-07-02,57.53,38.71,94.21
Germany,2021-07-03,57.73,38.97,94.66
Germany,2021-07-04,57.84,39.16,94.97
Germany,2021-07-05,58.09,39.56,95.61
Germany,2021-07-06,58.46,40.22,96.62
Germany,2021-07-07,58.89,41.08,97.9
Germany,2021-07-08,59.24,41.8,98.95
Germany,2021-07-09,59.51,42.41,99.82
Germany,2021-07-10,59.64,42.69,100.23
Germany,2021-07-11,59.72,42.88,100.49
Germany,2021-07-12,59.91,43.25,101.05
Germany,2021-07-13,60.16,44.01,102.04
Germany,2021-07-14,60.45,45.01,103.32
Germany,2021-07-15,60.69,45.72,104.26
Germany,2021-07-16,60.9,46.3,105.03
Germany,2021-07-17,61.01,46.53,105.36
Germany,2021-07-18,61.09,46.66,105.58
Germany,2021-07-19,61.21,46.99,106.02
Germany,2021-07-20,61.39,47.61,106.81
Germany,2021-07-21,61.61,48.38,107.79
Germany,2021-07-22,61.78,49.0,108.58
Germany,2021-07-23,61.93,49.5,109.22
Germany,2021-07-24,62.0,49.68,109.47
Germany,2021-07-25,62.05,49.77,109.61
Germany,2021-07-26,62.15,50.08,110.01
Germany,2021-07-27,62.29,50.66,110.73
Germany,2021-07-28,62.46,51.38,111.62
Germany,2021-07-29,62.61,51.95,112.33
Germany,2021-07-30,62.74,52.4,112.9
Germany,2021-07-31,62.81,52.55,113.13
Germany,2021-08-01,62.85,52.64,113.25
Germany,2021-08-02,62.94,52.91,113.6
Germany,2021-08-03,63.05,53.39,114.2
Germany,2021-08-04,63.19,53.99,114.94
Germany,2021-08-05,63.32,54.51,115.58
Germany,2021-08-06,63.43,54.92,116.09
Germany,2021-08-07,63.5,55.07,116.31
Germany,2021-08-08,63.53,55.17,116.44
Germany,2021-08-09,63.61,55.45,116.79
Germany,2021-08-10,63.72,55.9,117.35
Germany,2021-08-11,63.87,56.45,118.05
Germany,2021-08-12,64.02,56.89,118.63
Germany,2021-08-13,64.16,57.24,119.12
Germany,2021-08-14,64.24,57.39,119.35
Germany,2021-08-15,64.29,57.48,119.48
Germany,2021-08-16,64.39,57.7,119.8
Germany,2021-08-17,64.54,58.03,120.28
Germany,2021-08-18,64.72,58.41,120.83
Germany,2021-08-19,64.88,58.7,121.28
Germany,2021-08-20,65.03,58.93,121.65
Germany,2021-08-21,65.12,59.03,121.83
Germany,2021-08-22,65.16,59.09,121.94
Germany,2021-08-23,65.27,59.25,122.21
Germany,2021-08-24,65.43,59.48,122.6
Germany,2021-08-25,65.61,59.74,123.03
Germany,2021-08-26,65.78,59.95,123.41
Germany,2021-08-27,65.93,60.13,123.72
Germany,2021-08-28,66.01,60.21,123.89
Germany,2021-08-29,66.06,60.26,123.99
Germany,2021-08-30,66.16,60.38,124.21
Germany,2021-08-31,66.31,60.56,124.54
Germany,2021-09-01,66.48,60.77,124.93
Germany,2021-09-02,66.62,60.94,125.26
Germany,2021-09-03,66.74,61.08,125.53
Germany,2021-09-04,66.8,61.14,125.66
Germany,2021-09-05,66.83,61.18,125.73
Germany,2021-09-06,66.91,61.27,125.91
Germany,2021-09-07,67.03,61.42,126.21
Germany,2021-09-08,67.17,61.59,126.55
Germany,2021-09-09,67.3,61.76,126.88
Germany,2021-09-10,67.4,61.89,127.14
Germany,2021-09-11,67.46,61.97,127.27
Germany,2021-09-12,67.48,62.01,127.34
Germany,2021-09-13,67.56,62.11,127.54
Germany,2021-09-14,67.68,62.26,127.85
Germany,2021-09-15,67.82,62.45,128.23
Germany,2021-09-16,67.96,62.62,128.58
Germany,2021-09-17,68.06,62.76,128.86
Germany,2021-09-18,68.11,62.84,128.99
Germany,2021-09-19,68.14,62.88,129.07
Germany,2021-09-20,68.2,62.98,129.26
Germany,2021-09-21,68.31,63.14,129.58
Germany,2021-09-22,68.42,63.31,129.94
Germany,2021-09-23,68.54,63.48,130.28
Germany,2021-09-24,68.63,63.62,130.55
Germany,2021-09-25,68.67,63.69,130.67
Germany,2021-09-26,68.69,63.73,130.73
Germany,2021-09-27,68.75,63.82,130.91
Germany,2021-09-28,68.85,63.97,131.21
Germany,2021-09-29,68.94,64.12,131.53
Germany,2021-09-30,69.03,64.27,131.81
Germany,2021-10-01,69.09,64.34,131.96
Germany,2021-10-02,69.1,64.35,132.0
Germany,2021-10-03,69.11,64.36,132.01
Germany,2021-10-04,69.14,64.42,132.12
Germany,2021-10-05,69.22,64.54,132.39
Germany,2021-10-06,69.3,64.67,132.67
Germany,2021-10-07,69.39,64.81,132.95
Germany,2021-10-08,69.44,64.9,133.14
Germany,2021-10-09,69.46,64.92,133.19
Germany,2021-10-10,69.47,64.93,133.2
Germany,2021-10-11,69.51,64.98,133.32
Germany,2021-10-12,69.58,65.1,133.58
Germany,2021-10-13,69.65,65.22,133.86
Germany,2021-10-14,69.73,65.34,134.13
Germany,2021-10-15,69.78,65.42,134.32
Germany,2021-10-16,69.8,65.45,134.36
Germany,2021-10-17,69.8,65.45,134.38
Germany,2021-10-18,69.83,65.5,134.5
Germany,2021-10-19,69.9,65.61,134.75
Germany,2021-10-20,69.96,65.72,135.03
Germany,2021-10-21,70.03,65.83,135.3
Germany,2021-10-22,70.08,65.9,135.48
Germany,2021-10-23,70.09,65.92,135.52
Germany,2021-10-24,70.1,65.93,135.54
Germany,2021-10-25,70.13,65.98,135.67
Germany,2021-10-26,70.19,66.09,135.97
Germany,2021-10-27,70.26,66.2,136.3
Germany,2021-10-28,70.32,66.32,136.63
Germany,2021-10-29,70.37,66.39,136.86
Germany,2021-10-30,70.39,66.41,136.91
Germany,2021-10-31,70.39,66.41,136.93
Germany,2021-11-01,70.41,66.43,137.0
Germany,2021-11-02,70.46,66.52,137.3
Germany,2021-11-03,70.53,66.62,137.69
Germany,2021-11-04,70.6,66.73,138.09
Germany,2021-11-05,70.65,66.79,138.38
Germany,2021-11-06,70.67,66.81,138.47
Germany,2021-11-07,70.68,66.82,138.5
Germany,2021-11-08,70.71,66.86,138.71
Germany,2021-11-09,70.79,66.96,139.19
Germany,2021-11-10,70.87,67.06,139.73
Germany,2021-11-11,70.95,67.16,140.27
Germany,2021-11-12,71.02,67.23,140.69
Germany,2021-11-13,71.05,67.25,140.82
Germany,2021-11-14,71.06,67.25,140.86
Germany,2021-11-15,71.11,67.3,141.16
Germany,2021-11-16,71.19,67.39,141.8
Germany,2021-11-17,71.28,67.48,142.52
Germany,2021-11-18,71.38,67.58,143.29
Germany,2021-11-19,71.47,67.64,143.93
Germany,2021-11-20,71.53,67.67,144.22
Germany,2021-11-21,71.55,67.68,144.32
Germany,2021-11-22,71.63,67.72,144.83
Germany,2021-11-23,71.78,67.82,145.86
Germany,2021-11-24,71.95,67.93,147.08
Germany,2021-11-25,72.13,68.04,148.24
Germany,2021-11-26,72.27,68.12,149.25
Germany,2021-11-27,72.4,68.17,150.09
Germany,2021-11-28,72.43,68.18,150.3
Germany,2021-11-29,72.53,68.24,151.01
Germany,2021-11-30,72.68,68.34,152.27
Germany,2021-12-01,72.83,68.45,153.8
Germany,2021-12-02,72.97,68.56,155.23
Germany,2021-12-03,73.09,68.65,156.52
Germany,2021-12-04,73.19,68.7,157.74
Germany,2021-12-05,73.22,68.72,158.07
Germany,2021-12-06,73.3,68.78,158.97
Germany,2021-12-07,73.41,68.89,160.42
Germany,2021-12-08,73.54,69.0,162.13
Germany,2021-12-09,73.65,69.12,163.71
Germany,2021-12-10,73.74,69.22,165.18
Germany,2021-12-11,73.83,69.29,166.64
Germany,2021-12-12,73.85,69.31,167.02
Germany,2021-12-13,73.92,69.38,167.99
Germany,2021-12-14,74.02,69.52,169.61
Germany,2021-12-15,74.15,69.67,171.49
Germany,2021-12-16,74.27,69.84,173.24
Germany,2021-12-17,74.4,69.98,174.78
Germany,2021-12-18,74.53,70.07,176.14
Germany,2021-12-19,74.58,70.1,176.56
Germany,2021-12-20,74.67,70.21,177.64
Germany,2021-12-21,74.79,70.37,179.12
Germany,2021-12-22,74.91,70.52,180.59
Germany,2021-12-23,74.98,70.61,181.39
Germany,2021-12-24,74.99,70.62,181.45
Germany,2021-12-25,74.99,70.62,181.48
Germany,2021-12-26,75.0,70.63,181.56
Germany,2021-12-27,75.06,70.7,182.29
Germany,2021-12-28,75.13,70.8,183.18
Germany,2021-12-29,75.21,70.89,184.02
Germany,2021-12-30,75.27,70.95,184.61
Germany,2021-12-31,75.27,70.96,184.68
Germany,2022-01-01,75.28,70.96,184.71
Germany,2022-01-02,75.3,70.98,184.9
Germany,2022-01-03,75.34,71.05,185.48
Germany,2022-01-04,75.41,71.17,186.32
Germany,2022-01-05,75.49,71.31,187.3
Germany,2022-01-06,75.55,71.42,188.12
Germany,2022-01-07,75.62,71.56,189.04
Germany,2022-01-08,75.67,71.66,189.66
Germany,2022-01-09,75.69,71.7,189.89
Germany,2022-01-10,75.74,71.8,190.56
Germany,2022-01-11,75.8,71.95,191.51
Germany,2022-01-12,75.87,72.11,192.57
Germany,2022-01-13,75.94,72.26,193.58
Germany,2022-01-14,76.02,72.4,194.51
Germany,2022-01-15,76.09,72.49,195.07
Germany,2022-01-16,76.11,72.52,195.26
Germany,2022-01-17,76.16,72.6,195.83
Germany,2022-01-18,76.22,72.72,196.62
Germany,2022-01-19,76.29,72.85,197.44
Germany,2022-01-20,76.36,72.98,198.28
Germany,2022-01-21,76.42,73.09,198.99
Germany,2022-01-22,76.47,73.16,199.35
Germany,2022-01-23,76.49,73.2,199.48
Germany,2022-01-24,76.52,73.27,199.91
Germany,2022-01-25,76.57,73.38,200.51
Germany,2022-01-26,76.62,73.48,201.11
Germany,2022-01-27,76.67,73.6,201.73
Germany,2022-01-28,76.72,73.69,202.25
Germany,2022-01-29,76.75,73.76,202.51
Germany,2022-01-30,76.76,73.78,202.6
Germany,2022-01-31,76.79,73.84,202.88
Germany,2022-02-01,76.82,73.91,203.23
Germany,2022-02-02,76.86,73.99,203.66
Germany,2022-02-03,76.89,74.07,204.07
Germany,2022-02-04,76.92,74.16,204.45
Germany,2022-02-05,76.94,74.22,204.62
Germany,2022-02-06,76.95,74.24,204.69
Germany,2022-02-07,76.96,74.29,204.89
Germany,2022-02-08,76.99,74.36,205.22
Germany,2022-02-09,77.01,74.43,205.56
Germany,2022-02-10,77.04,74.5,205.89
Germany,2022-02-11,77.06,74.57,206.2
Germany,2022-02-12,77.07,74.62,206.33
Germany,2022-02-13,77.07,74.63,206.37
Germany,2022-02-14,77.08,74.67,206.53
Germany,2022-02-15,77.1,74.72,206.8
Germany,2022-02-16,77.12,74.78,207.07
Germany,2022-02-17,77.13,74.83,207.34
Germany,2022-02-18,77.15,74.89,207.6
Germany,2022-02-19,77.16,74.92,207.69
Germany,2022-02-20,77.16,74.93,207.73
Germany,2022-02-21,77.18,74.97,207.89
Germany,2022-02-22,77.19,75.01,208.13
Germany,2022-02-23,77.2,75.06,208.38
Germany,2022-02-24,77.22,75.1,208.64
Germany,2022-02-25,77.23,75.14,208.85
Germany,2022-02-26,77.23,75.17,208.92
Germany,2022-02-27,77.24,75.17,208.94
Germany,2022-02-28,77.25,75.19,209.07
Germany,2022-03-01,77.26,75.22,209.26
Germany,2022-03-02,77.27,75.25,209.46
Germany,2022-03-03,77.29,75.29,209.72
Germany,2022-03-04,77.3,75.32,209.91
Germany,2022-03-05,77.31,75.33,209.98
Germany,2022-03-06,77.31,75.34,210.01
Germany,2022-03-07,77.32,75.35,210.12
Germany,2022-03-08,77.33,75.38,210.32
Germany,2022-03-09,77.34,75.4,210.54
Germany,2022-03-10,77.35,75.43,210.77
Germany,2022-03-11,77.36,75.45,210.97
Germany,2022-03-12,77.37,75.46,211.03
Germany,2022-03-13,77.37,75.47,211.06
Germany,2022-03-14,77.38,75.48,211.17
Germany,2022-03-15,77.39,75.5,211.38
Germany,2022-03-16,77.39,75.51,211.6
Germany,2022-03-17,77.4,75.53,211.83
Germany,2022-03-18,77.41,75.55,212.01
Germany,2022-03-19,77.41,75.55,212.07
Germany,2022-03-20,77.42,75.56,212.09
Germany,2022-03-21,77.42,75.57,212.2
Germany,2022-03-22,77.43,75.58,212.4
Germany,2022-03-23,77.44,75.6,212.62
Germany,2022-03-24,77.44,75.62,212.84
Germany,2022-03-25,77.45,75.63,213.02
Germany,2022-03-26,77.45,75.64,213.07
Germany,2022-03-27,77.45,75.64,213.09
Germany,2022-03-28,77.46,75.65,213.21
Germany,2022-03-29,77.47,75.67,213.4
Germany,2022-03-30,77.47,75.68,213.63
Germany,2022-03-31,77.48,75.7,213.85
Germany,2022-04-01,77.48,75.71,213.99
Germany,2022-04-02,77.49,75.71,214.03
Germany,2022-04-03,77.49,75.71,214.05
Germany,2022-04-04,77.49,75.72,214.14
Germany,2022-04-05,77.49,75.73,214.32
Germany,2022-04-06,77.5,75.75,214.54
Germany,2022-04-07,77.51,75.76,214.76
Germany,2022-04-08,77.51,75.77,214.93
Germany,2022-04-09,77.51,75.77,214.97
Germany,2022-04-10,77.51,75.77,214.99
Germany,2022-04-11,77.52,75.78,215.06
Germany,2022-04-12,77.52,75.78,215.21
Germany,2022-04-13,77.52,75.79,215.36
Germany,2022-04-14,77.53,75.8,215.48
Germany,2022-04-15,77.53,75.8,215.49
Germany,2022-04-16,77.53,75.8,215.5
Germany,2022-04-17,77.53,75.8,215.5
Germany,2022-04-18,77.53,75.8,215.51
Germany,2022-04-19,77.53,75.81,215.6
Germany,2022-04-20,77.54,75.81,215.71
Germany,2022-04-21,77.54,75.82,215.83
Germany,2022-04-22,77.54,75.83,215.94
Germany,2022-04-23,77.54,75.83,215.96
Germany,2022-04-24,77.54,75.83,215.97
Germany,2022-04-25,77.55,75.84,216.03
Germany,2022-04-26,77.55,75.85,216.17
Germany,2022-04-27,77.56,75.85,216.32
Germany,2022-04-28,77.56,75.86,216.46
Germany,2022-04-29,77.57,75.87,216.59
Germany,2022-04-30,77.57,75.88,216.61
Germany,2022-05-01,77.57,75.88,216.62
Germany,2022-05-02,77.57,75.88,216.67
Germany,2022-05-03,77.57,75.89,216.78
Germany,2022-05-04,77.58,75.89,216.96
Germany,2022-05-05,77.58,75.9,217.08
Germany,2022-05-06,77.58,75.91,217.18
Germany,2022-05-07,77.58,75.91,217.19
Germany,2022-05-08,77.58,75.91,217.2
Germany,2022-05-09,77.59,75.91,217.24
Germany,2022-05-10,77.59,75.92,217.34
Germany,2022-05-11,77.59,75.92,217.44
Germany,2022-05-12,77.59,75.93,217.55
Germany,2022-05-13,77.59,75.93,217.62
Germany,2022-05-14,77.6,75.93,217.63
Germany,2022-05-15,77.6,75.93,217.64
Germany,2022-05-16,77.6,75.93,217.67
Germany,2022-05-17,77.6,75.94,217.76
Germany,2022-05-18,77.6,75.94,217.84
Germany,2022-05-19,77.6,75.95,217.93
Germany,2022-05-20,77.61,75.95,218.0
Germany,2022-05-21,77.61,75.95,218.01
Germany,2022-05-22,77.61,75.95,218.01
Germany,2022-05-23,77.61,75.96,218.05
Germany,2022-05-24,77.61,75.96,218.13
Germany,2022-05-25,77.61,75.97,218.2
Germany,2022-05-26,77.61,75.97,218.2
Germany,2022-05-27,77.61,75.97,218.23
Germany,2022-05-28,77.61,75.97,218.24
Germany,2022-05-29,77.61,75.97,218.24
Germany,2022-05-30,77.62,75.97,218.27
Germany,2022-05-31,77.62,75.98,218.33
Germany,2022-06-01,77.62,75.98,218.39
Germany,2022-06-02,77.62,75.98,218.46
Germany,2022-06-03,77.62,75.99,218.51
Germany,2022-06-04,77.62,75.99,218.52
Germany,2022-06-05,77.62,75.99,218.52
Germany,2022-06-06,77.62,75.99,218.52
Germany,2022-06-07,77.63,75.99,218.56
Germany,2022-06-08,77.63,75.99,218.61
Germany,2022-06-09,77.63,76.0,218.67
Germany,2022-06-10,77.63,76.0,218.72
Germany,2022-06-11,77.63,76.0,218.73
Germany,2022-06-12,77.63,76.0,218.73
Germany,2022-06-13,77.63,76.0,218.76
Germany,2022-06-14,77.63,76.01,218.82
Germany,2022-06-15,77.64,76.01,218.88
Germany,2022-06-16,77.64,76.01,218.91
Germany,2022-06-17,77.64,76.01,218.95
Germany,2022-06-18,77.64,76.01,218.96
Germany,2022-06-19,77.64,76.02,218.97
Germany,2022-06-20,77.64,76.02,219.0
Germany,2022-06-21,77.64,76.02,219.06
Germany,2022-06-22,77.64,76.02,219.12
Germany,2022-06-23,77.65,76.03,219.2
Germany,2022-06-24,77.65,76.03,219.26
Germany,2022-06-25,77.65,76.03,219.27
Germany,2022-06-26,77.65,76.03,219.28
Germany,2022-06-27,77.65,76.03,219.31
Germany,2022-06-28,77.65,76.04,219.37
Germany,2022-06-29,77.65,76.04,219.44
Germany,2022-06-30,77.66,76.04,219.51
Germany,2022-07-01,77.66,76.04,219.56
Germany,2022-07-02,77.66,76.04,219.57
Germany,2022-07-03,77.66,76.05,219.57
Germany,2022-07-04,77.66,76.05,219.6
Germany,2022-07-05,77.66,76.05,219.65
Germany,2022-07-06,77.66,76.05,219.72
Germany,2022-07-07,77.66,76.05,219.79
Germany,2022-07-08,77.67,76.06,219.84
Germany,2022-07-09,77.67,76.06,219.86
Germany,2022-07-10,77.67,76.06,219.86
Germany,2022-07-11,77.67,76.06,219.89
Germany,2022-07-12,77.67,76.06,219.96
Germany,2022-07-13,77.67,76.06,220.03
Germany,2022-07-14,77.67,76.07,220.11
Germany,2022-07-15,77.67,76.07,220.17
Germany,2022-07-16,77.68,76.07,220.19
Germany,2022-07-17,77.68,76.07,220.2
Germany,2022-07-18,77.68,76.07,220.23
Germany,2022-07-19,77.68,76.07,220.29
Germany,2022-07-20,77.68,76.08,220.35
Germany,2022-07-21,77.68,76.08,220.43
Germany,2022-07-22,77.68,76.08,220.49
Germany,2022-07-23,77.68,76.08,220.5
Germany,2022-07-24,77.68,76.08,220.51
Germany,2022-07-25,77.68,76.08,220.54
Germany,2022-07-26,77.69,76.09,220.6
Germany,2022-07-27,77.69,76.09,220.66
Germany,2022-07-28,77.69,76.09,220.73
Germany,2022-07-29,77.69,76.09,220.78
Germany,2022-07-30,77.69,76.09,220.79
Germany,2022-07-31,77.69,76.09,220.79
Germany,2022-08-01,77.69,76.09,220.82
Germany,2022-08-02,77.69,76.09,220.86
Germany,2022-08-03,77.69,76.1,220.91
Germany,2022-08-04,77.69,76.1,220.96
Germany,2022-08-05,77.7,76.1,221.0
Germany,2022-08-06,77.7,76.1,221.01
Germany,2022-08-07,77.7,76.1,221.02
Germany,2022-08-08,77.7,76.1,221.04
Germany,2022-08-09,77.7,76.1,221.08
Germany,2022-08-10,77.7,76.1,221.13
Germany,2022-08-11,77.7,76.11,221.18
Germany,2022-08-12,77.7,76.11,221.21
Germany,2022-08-13,77.7,76.11,221.22
Germany,2022-08-14,77.7,76.11,221.22
Germany,2022-08-15,77.7,76.11,221.24
Germany,2022-08-16,77.7,76.11,221.28
Germany,2022-08-17,77.7,76.11,221.32
Germany,2022-08-18,77.71,76.12,221.37
Germany,2022-08-19,77.71,76.12,221.41
Germany,2022-08-20,77.71,76.12,221.42
Germany,2022-08-21,77.71,76.12,221.42
Germany,2022-08-22,77.71,76.12,221.44
Germany,2022-08-23,77.71,76.12,221.48
Germany,2022-08-24,77.71,76.12,221.53
Germany,2022-08-25,77.71,76.12,221.57
Germany,2022-08-26,77.72,76.13,221.61
Germany,2022-08-27,77.72,76.13,221.62
Germany,2022-08-28,77.72,76.13,221.62
Germany,2022-08-29,77.72,76.13,221.64
Germany,2022-08-30,77.72,76.13,221.68
Germany,2022-08-31,77.72,76.13,221.72
Germany,2022-09-01,77.72,76.13,221.76
Germany,2022-09-02,77.72,76.13,221.79
Germany,2022-09-03,77.72,76.13,221.8
Germany,2022-09-04,77.72,76.13,221.8
Germany,2022-09-05,77.72,76.14,221.82
Germany,2022-09-06,77.72,76.14,221.85
Germany,2022-09-07,77.72,76.14,221.89
Germany,2022-09-08,77.73,76.14,221.92
Germany,2022-09-09,77.73,76.14,221.95
Germany,2022-09-10,77.73,76.14,221.96
Germany,2022-09-11,77.73,76.14,221.96
Germany,2022-09-12,77.73,76.14,221.98
Germany,2022-09-13,77.73,76.14,222.03
Germany,2022-09-14,77.73,76.15,222.09
Germany,2022-09-15,77.73,76.15,222.16
Germany,2022-09-16,77.73,76.15,222.21
Germany,2022-09-17,77.73,76.15,222.23
Germany,2022-09-18,77.73,76.15,222.23
Germany,2022-09-19,77.73,76.15,222.26
Germany,2022-09-20,77.73,76.15,222.33
Germany,2022-09-21,77.73,76.15,222.4
Germany,2022-09-22,77.74,76.15,222.48
Germany,2022-09-23,77.74,76.16,222.54
Germany,2022-09-24,77.74,76.16,222.55
Germany,2022-09-25,77.74,76.16,222.56
Germany,2022-09-26,77.74,76.16,222.6
Germany,2022-09-27,77.74,76.16,222.69
Germany,2022-09-28,77.74,76.16,222.8
Germany,2022-09-29,77.74,76.16,222.92
Germany,2022-09-30,77.74,76.17,223.02
Germany,2022-10-01,77.74,76.17,223.05
Germany,2022-10-02,77.74,76.17,223.06
Germany,2022-10-03,77.74,76.17,223.07
Germany,2022-10-04,77.74,76.17,223.16
Germany,2022-10-05,77.75,76.17,223.28
Germany,2022-10-06,77.75,76.17,223.43
Germany,2022-10-07,77.75,76.17,223.55
Germany,2022-10-08,77.75,76.17,223.59
Germany,2022-10-09,77.75,76.17,223.6
Germany,2022-10-10,77.75,76.17,223.67
Germany,2022-10-11,77.75,76.18,223.81
Germany,2022-10-12,77.75,76.18,223.96
Germany,2022-10-13,77.75,76.18,224.14
Germany,2022-10-14,77.76,76.18,224.29
Germany,2022-10-15,77.76,76.18,224.34
Germany,2022-10-16,77.76,76.18,224.35
Germany,2022-10-17,77.76,76.18,224.44
Germany,2022-10-18,77.76,76.18,224.6
Germany,2022-10-19,77.76,76.18,224.77
Germany,2022-10-20,77.76,76.19,224.95
Germany,2022-10-21,77.76,76.19,225.11
Germany,2022-10-22,77.76,76.19,225.15
Germany,2022-10-23,77.76,76.19,225.17
Germany,2022-10-24,77.76,76.19,225.27
Germany,2022-10-25,77.77,76.19,225.43
Germany,2022-10-26,77.77,76.19,225.57
Germany,2022-10-27,77.77,76.19,225.76
Germany,2022-10-28,77.77,76.19,225.91
Germany,2022-10-29,77.77,76.19,225.94
Germany,2022-10-30,77.77,76.19,225.95
Germany,2022-10-31,77.77,76.19,225.99
Germany,2022-11-01,77.77,76.19,226.06
Germany,2022-11-02,77.77,76.2,226.19
Germany,2022-11-03,77.77,76.2,226.37
Germany,2022-11-04,77.77,76.2,226.5
Germany,2022-11-05,77.78,76.2,226.53
Germany,2022-11-06,77.78,76.2,226.53
Germany,2022-11-07,77.78,76.2,226.61
Germany,2022-11-08,77.78,76.2,226.77
Germany,2022-11-09,77.78,76.2,226.93
Germany,2022-11-10,77.78,76.2,227.1
Germany,2022-11-11,77.78,76.2,227.23
Germany,2022-11-12,77.78,76.2,227.26
Germany,2022-11-13,77.78,76.2,227.27
Germany,2022-11-14,77.78,76.2,227.34
Germany,2022-11-15,77.78,76.21,227.47
Germany,2022-11-16,77.78,76.21,227.6
Germany,2022-11-17,77.78,76.21,227.76
Germany,2022-11-18,77.79,76.21,227.87
Germany,2022-11-19,77.79,76.21,227.9
Germany,2022-11-20,77.79,76.21,227.91
Germany,2022-11-21,77.79,76.21,227.96
Germany,2022-11-22,77.79,76.21,228.08
Germany,2022-11-23,77.79,76.21,228.19
Germany,2022-11-24,77.79,76.21,228.32
Germany,2022-11-25,77.79,76.21,228.42
Germany,2022-11-26,77.79,76.21,228.43
Germany,2022-11-27,77.79,76.21,228.44
Germany,2022-11-28,77.79,76.21,228.49
Germany,2022-11-29,77.79,76.21,228.58
Germany,2022-11-30,77.79,76.21,228.67
Germany,2022-12-01,77.79,76.22,228.78
Germany,2022-12-02,77.79,76.22,228.85
Germany,2022-12-03,77.79,76.22,228.87
Germany,2022-12-04,77.79,76.22,228.87
Germany,2022-12-05,77.79,76.22,228.91
Germany,2022-12-06,77.79,76.22,228.98
Germany,2022-12-07,77.8,76.22,229.07
Germany,2022-12-08,77.8,76.22,229.16
Germany,2022-12-09,77.8,76.22,229.22
Germany,2022-12-10,77.8,76.22,229.24
Germany,2022-12-11,77.8,76.22,229.24
Germany,2022-12-12,77.8,76.22,229.27
Germany,2022-12-13,77.8,76.22,229.34
Germany,2022-12-14,77.8,76.22,229.41
Germany,2022-12-15,77.8,76.22,229.49
Germany,2022-12-16,77.8,76.22,229.54
Germany,2022-12-17,77.8,76.22,229.55
Germany,2022-12-18,77.8,76.22,229.56
Germany,2022-12-19,77.8,76.22,229.58
Germany,2022-12-20,77.8,76.22,229.63
Germany,2022-12-21,77.8,76.22,229.67
Germany,2022-12-22,77.8,76.22,229.7
Germany,2022-12-23,77.8,76.23,229.73
Germany,2022-12-24,77.8,76.23,229.73
Germany,2022-12-25,77.8,76.23,229.73
Germany,2022-12-26,77.8,76.23,229.73
Germany,2022-12-27,77.8,76.23,229.74
Germany,2022-12-28,77.8,76.23,229.76
